metro_area_city,median_listing_price,active_listing_count,median_days_on_market,new_listing_count,price_increased_count,price_reduced_count,pending_listing_count,average_listing_price,total_listing_count,year
"lewiston, id-wa",271998.2143,188,56.25,66,0,31.66666667,33.83333333,372448.7358,221.8333333,2019
"lewiston-auburn, me",210245.8036,250.6666667,73.66666667,93.33333333,1.666666667,69.33333333,44.5,232560.92,295.1666667,2019
"lewistown, pa",121290.4762,155,92.5,34.66666667,0,28.33333333,35.58333333,138474.0017,190.5833333,2019
"lexington, ne",166056.8452,115.6666667,78.58333333,21.33333333,0,12,31.16666667,211155.2156,146.8333333,2019
"lexington-fayette, ky",295454.0238,1632.25,66.08333333,587.6666667,36,471,1184,402606.7473,2816.25,2019
"liberal, ks",146520.3572,71.58333333,93.08333333,14.66666667,0,11.66666667,17.41666667,155492.2641,89,2019
"lima, oh",136681.0893,313.5,58.79166667,118.6666667,1,78.33333333,22.58333333,179189.1145,336.0833333,2019
"lincoln, il",98134.52381,206.6666667,114.875,30.33333333,0.333333333,34.66666667,41.5,122188.5015,248.1666667,2019
"lincoln, ne",302094.9345,982.1666667,51.54166667,533,25.66666667,196,220.0833333,345532.4647,1202.25,2019
"little rock-north little rock-conway, ar",196564.881,2838.916667,62.79166667,961.6666667,22.33333333,715.3333333,761.75,267733.708,3600.666667,2019
"lock haven, pa",142028.8691,150.1666667,88.58333333,35,0.666666667,34.33333333,43.33333333,209446.3477,193.5,2019
"logan, ut-id",322334.7857,303.1666667,47.83333333,132.6666667,3.666666667,74.66666667,208.5833333,413873.4955,511.75,2019
"logan, wv",121241.6667,73.91666667,119.9583333,12,0,8,12.16666667,151470.6037,86.08333333,2019
"logansport, in",102141.0714,90.25,63.125,29.33333333,0.333333333,17,20,136314.0396,110.25,2019
"london, ky",171502.381,311.75,83.625,77.33333333,1.666666667,72,105.4166667,203465.9623,417.1666667,2019
"longview, tx",199165.3155,1136,80.79166667,273.6666667,6.666666667,244.6666667,80.58333333,276272.3326,1216.583333,2019
"longview, wa",327318.4524,333.0833333,54.33333333,168.3333333,10.33333333,105,90.25,454513.8555,423.3333333,2019
"los alamos, nm",368249.9583,8.25,33.125,10.33333333,0,1.333333333,22.41666667,388263.4185,30.66666667,2019
"los angeles-long beach-anaheim, ca",802819.6964,21562.75,51.04166667,9952.666667,411,5720.333333,11915.16667,1751970.587,33477.91667,2019
"louisville/jefferson county, ky-in",265215.9524,3787.5,52.04166667,1737,48,1268.333333,2144.5,343605.0596,5932,2019
"lubbock, tx",234037.4345,960.0833333,47.41666667,422.3333333,7,266.6666667,506.9166667,281510.2431,1467,2019
"ludington, mi",208161.9048,162.25,104.7083333,33.66666667,0.666666667,34,33.08333333,282843.2527,195.3333333,2019
"lufkin, tx",228628.256,293.5,80.875,77.33333333,0.333333333,47.66666667,80.66666667,279949.9154,374.1666667,2019
"lumberton, nc",129052.381,275,107.0416667,51.66666667,0.666666667,40.33333333,92.91666667,166871.0153,367.9166667,2019
"lynchburg, va",240495.2381,1436.916667,86.79166667,356,11.33333333,293.6666667,608.4166667,338090.5381,2045.333333,2019
"macomb, il",87331.54762,216.8333333,143.4583333,26.33333333,0,31.66666667,25.75,110013.2212,242.5833333,2019
"macon, ga",156926.1905,1447.333333,84.29166667,354.3333333,14.33333333,234,175.6666667,211089.5444,1623,2019
"madera, ca",338557.7381,783,69.25,234,13.66666667,164.3333333,230.0833333,437964.6946,1013.083333,2019
"madison, in",172658.3333,134.75,68.29166667,33.66666667,0,21,3.833333333,207790.1152,138.5833333,2019
"madison, wi",356010.4107,1505.666667,61.5,681,16.33333333,401,1113.75,415997.9369,2619.416667,2019
"madisonville, ky",136397.0238,166,85.33333333,38.66666667,0.333333333,31.66666667,16.08333333,176335.909,182.0833333,2019
"magnolia, ar",144138.0952,125.8333333,123.875,16.33333333,0.666666667,9,0,162970.9925,125.8333333,2019
"malone, ny",158411.3095,301.9166667,167.6666667,39,0,26,68.41666667,366576.06,370.3333333,2019
"malvern, ar",145023.8095,94.41666667,77,26.66666667,0,14,14.33333333,166568.6099,108.75,2019
"manchester-nashua, nh",364620.2381,930.3333333,52.91666667,492,23,254.6666667,487,424934.2822,1417.333333,2019
"manhattan, ks",207608.9286,494.5,70.41666667,125,0.666666667,110,11.33333333,293368.4737,505.8333333,2019
"manitowoc, wi",156328.5298,210.6666667,76,77.66666667,0.333333333,41,122.3333333,247579.7255,333,2019
"mankato-north mankato, mn",268011.3095,381.6666667,69.625,126.6666667,0.666666667,95.66666667,134.5,312228.3502,516.1666667,2019
"mansfield, oh",124778.5714,259.4166667,52.125,117.6666667,0.333333333,75.66666667,46.08333333,184665.6621,305.5,2019
"marietta, oh",179512.5,121.5833333,71.20833333,41.66666667,0,23.66666667,58.5,215758.6993,180.0833333,2019
"marinette, wi-mi",134390.4762,540.5833333,109.9166667,130.3333333,0.333333333,64,100.25,182303.7503,640.8333333,2019
"marion, in",74666.07143,204.5833333,75,60,0,44.66666667,34.16666667,109515.201,238.75,2019
"marion, nc",294668.9702,190.4166667,114,34.66666667,0,26,50.75,387948.2714,241.1666667,2019
"marion, oh",99920.47619,136.9166667,51.16666667,61,0,41.66666667,66.83333333,143043.5881,203.75,2019
"marquette, mi",197855.3571,322.9166667,120.2916667,67.66666667,0.333333333,61.33333333,105.5,334568.8674,428.4166667,2019
"marshall, mn",142120.8333,101.4166667,78.66666667,24,0,19,24.41666667,158794.725,125.8333333,2019
"marshall, mo",123577.381,96.08333333,92.83333333,20.33333333,0,11.66666667,26.41666667,144896.4215,122.5,2019
"marshall, tx",207200.5952,227.5,95.33333333,42.66666667,0.333333333,40.33333333,6.083333333,272120.6692,233.5833333,2019
"marshalltown, ia",134091.0714,82.08333333,64.125,27.66666667,0,23,71.08333333,156485.7262,153.1666667,2019
"martin, tn",127044.6429,93.91666667,98.125,21,0.333333333,10.33333333,37.08333333,153768.5967,131,2019
"martinsville, va",110922.6191,364.75,133.6666667,65.33333333,0.666666667,47.33333333,87.58333333,167213.9853,452.3333333,2019
"maryville, mo",139457.1428,75.41666667,111.875,13.66666667,0,8.333333333,0.583333333,159344.9557,76,2019
"mason city, ia",159931.0774,455,83.41666667,109.3333333,0.333333333,64.33333333,43.58333333,219970.2234,498.5833333,2019
"mayfield, ky",138330.3571,113.1666667,86.33333333,22.33333333,0,14.33333333,2.666666667,177336.8656,115.8333333,2019
"maysville, ky",111086.9048,25.83333333,156.5833333,3.666666667,0,2.666666667,4.333333333,167516.6839,30.16666667,2019
"mcalester, ok",117532.1429,164.9166667,66.83333333,46,0,22.33333333,55.16666667,148475.7345,220.0833333,2019
"mcallen-edinburg-mission, tx",195813.7441,2024.75,88.45833333,473,18.66666667,294.3333333,30.08333333,255331.5639,2054.833333,2019
"mccomb, ms",126357.7381,258.4166667,137.0416667,35.66666667,0,23.33333333,1.833333333,176808.2936,260.25,2019
"mcminnville, tn",233354.7619,133.3333333,71.08333333,36.66666667,0.333333333,23.66666667,35.83333333,300901.1586,169.1666667,2019
"mcpherson, ks",168993.1548,151.25,83.16666667,38,0.666666667,33.33333333,63.33333333,196676.738,214.5833333,2019
"meadville, pa",133106.5476,355.6666667,115.2916667,67.66666667,0.666666667,55,96.5,173287.2796,452.1666667,2019
"medford, or",420719.6429,1123.583333,74.75,341.3333333,9.333333333,368,15.66666667,603838.4213,1139.25,2019
"memphis, tn-ms-ar",227167.9941,3177.5,60.91666667,1302,89,837.3333333,2194.583333,283193.0368,5372.083333,2019
"menomonie, wi",206174.4048,172.3333333,67.33333333,41.66666667,0,27.66666667,15.33333333,248069.2515,187.6666667,2019
"merced, ca",323692.2798,860.75,56.29166667,352,25,229.3333333,543.4166667,420407.8271,1404.166667,2019
"meridian, ms",149037.9702,366.0833333,124.3333333,62.66666667,0.333333333,52.33333333,1.916666667,189073.5017,368,2019
"merrill, wi",166880.9524,223.1666667,105.2083333,49,0,30.66666667,35.66666667,212815.4247,258.8333333,2019
"mexico, mo",114505.3571,136.0833333,74.25,36.33333333,0,18.33333333,28,146612.5416,164.0833333,2019
"miami, ok",87981.54762,124.1666667,104.4583333,23.33333333,0.333333333,17.66666667,2.416666667,123471.2117,126.5833333,2019
"miami-fort lauderdale-west palm beach, fl",402809.9167,49049,92.04166667,11862.33333,678.6666667,10690,15335.41667,937821.8344,64384.41667,2019
"michigan city-la porte, in",259984.5238,338.1666667,73.04166667,116.6666667,0.333333333,98.66666667,99.08333333,365839.3941,437.25,2019
"middlesborough, ky",110860.7143,97.75,119.9583333,14.66666667,0,9,18.41666667,126225.8632,116.1666667,2019
"midland, mi",194250,323.0833333,61.58333333,124,0.333333333,89.33333333,185.1666667,237972.4354,508.25,2019
"midland, tx",373398.2798,507.5,41.29166667,272,3,227,191.3333333,463990.2466,698.8333333,2019
"milledgeville, ga",237925,483.6666667,86.79166667,108,6,79,59.75,278939.4937,543.4166667,2019
"milwaukee-waukesha-west allis, wi",312855.2798,2952,50.70833333,1841,27.33333333,957.3333333,2194.083333,404474.8332,5146.083333,2019
"mineral wells, tx",372739.2024,183.0833333,107.9583333,39,0,24.66666667,40.83333333,551624.3641,223.9166667,2019
"minneapolis-st. paul-bloomington, mn-wi",358345.4762,10025.41667,46.58333333,5232.333333,164.3333333,2854,5886.083333,469037.6256,15911.5,2019
"minot, nd",203788.0952,424.1666667,74.79166667,104.3333333,0.666666667,79.33333333,68.41666667,233909.6363,492.5833333,2019
"missoula, mt",404533.9286,518.1666667,95.54166667,138,2.666666667,92,136.4166667,569031.3163,654.5833333,2019
"mitchell, sd",166394.0476,60.08333333,67.875,19.66666667,0,11.33333333,0.333333333,214670.1482,60.41666667,2019
"moberly, mo",141362.7976,91.41666667,72.375,28.33333333,0,18,1.583333333,181487.8061,93,2019
"mobile, al",179160.7857,1673.083333,73.45833333,518,21,405.3333333,13.16666667,250870.8827,1686.25,2019
"modesto, ca",366598.2559,894.9166667,44.33333333,507.6666667,14.33333333,231.6666667,708.3333333,446795.8409,1603.25,2019
"monroe, la",207642.8571,959,101.6666667,157.6666667,3,198.3333333,0.416666667,243800.6488,959.4166667,2019
"monroe, mi",200135.2381,455.6666667,61.375,168.3333333,4.666666667,135.6666667,130.1666667,230346.178,585.8333333,2019
"montgomery, al",213939.1071,1667.416667,85.41666667,441.6666667,11.66666667,339.6666667,434.75,253504.9974,2102.166667,2019
"montrose, co",371716.0714,282.1666667,86.29166667,75.66666667,1.333333333,46.66666667,89.08333333,526958.6556,371.25,2019
"morehead city, nc",354183.6309,779.9166667,104.9583333,175.3333333,8.666666667,142,283.75,465882.6092,1063.666667,2019
"morgan city, la",149977.9762,160.6666667,125.2916667,23,0,28,17.83333333,206209.6901,178.5,2019
"morgantown, wv",258190.3512,571.9166667,97.625,124.3333333,1.666666667,122,200.0833333,317242.0868,772,2019
"morristown, tn",253431.5,650.4166667,80.58333333,193.6666667,2,145.6666667,301.3333333,347674.9816,951.75,2019
"moscow, id",338836.3095,80.58333333,64.54166667,33.33333333,0,18,5.916666667,460349.2069,86.5,2019
"moses lake, wa",286564.1964,233.4166667,73.375,75.33333333,2,41.33333333,125,365035.3388,358.4166667,2019
"moultrie, ga",178620.1488,101.5,85.5,21.66666667,0,11,24.41666667,215597.9901,125.9166667,2019
"mount airy, nc",198871.8571,149.9166667,75.66666667,44.66666667,0,31.66666667,41.16666667,280845.5369,191.0833333,2019
"mount pleasant, mi",163543.4524,257.25,93.45833333,55,0.333333333,46.33333333,13,193373.2383,270.25,2019
"mount pleasant, tx",239341.6667,90.16666667,87.125,23.33333333,0,14.33333333,27.5,349148.0736,117.6666667,2019
"mount sterling, ky",150653.5714,135.8333333,78.83333333,35.66666667,0,30,54.33333333,181607.4991,190.1666667,2019
"mount vernon, il",119297.0238,157.5,83.16666667,30.33333333,0,20.33333333,38.25,162212.8019,195.75,2019
"mount vernon, oh",193401.0833,267,52.41666667,108.6666667,1.666666667,75,91.75,263848.612,358.75,2019
"mount vernon-anacortes, wa",454988.3929,383.1666667,63.66666667,155.6666667,1,94,154.1666667,645467.1835,537.3333333,2019
"mountain home, ar",185695.2381,329.6666667,94.25,61,0.333333333,49.33333333,90.58333333,264462.3109,420.25,2019
"mountain home, id",238159.8691,72.41666667,46.33333333,32.66666667,0.666666667,17.33333333,1.416666667,298933.6899,73.83333333,2019
"muncie, in",108053.4524,453.75,75.83333333,132.6666667,3,90,45.66666667,145520.6164,499.4166667,2019
"murray, ky",191832.1429,203.0833333,97.5,39.33333333,0,29,4.333333333,265868.1106,207.4166667,2019
"muscatine, ia",168000.5952,173.4166667,75.16666667,43,0,34,25.33333333,207489.5001,198.75,2019
"muskegon, mi",186939.881,433.9166667,55.20833333,184.6666667,2,124.3333333,7.166666667,261474.385,441.0833333,2019
"muskogee, ok",124847.619,183.5833333,60.625,64,0.333333333,43.66666667,68.08333333,154472.1616,251.6666667,2019
"myrtle beach-conway-north myrtle beach, sc-nc",263107.9345,7297.083333,94.83333333,1692.666667,178,1586,3176.5,338676.6586,10473.58333,2019
"nacogdoches, tx",224769.0476,186.1666667,94.70833333,46,0,21.66666667,30.08333333,280684.4786,216.25,2019
"napa, ca",943528.8691,420.1666667,74.79166667,132.3333333,0.666666667,101,102.5,2094558.47,522.6666667,2019
"naples-immokalee-marco island, fl",473342.8155,7488.083333,102.9583333,1431.333333,71.66666667,1523.333333,1649.75,922265.3084,9137.833333,2019
"nashville-davidson--murfreesboro--franklin, tn",368854.0476,7766.333333,39.75,3958.666667,294.6666667,2280,2608.583333,537439.7064,10374.91667,2019
"natchez, ms-la",190455.3571,348.4166667,124.2083333,43.33333333,0,33.33333333,11.58333333,268031.4875,360,2019
"natchitoches, la",221339.2857,148.9166667,125.5833333,23,0,20.66666667,32.5,249771.5942,181.4166667,2019
"new bern, nc",234993.5714,627.8333333,82.20833333,180.6666667,19.66666667,129,305.8333333,289103.207,933.6666667,2019
"new castle, in",82964.72024,226.5833333,63.16666667,85.33333333,0.666666667,55,48.08333333,119534.0925,274.6666667,2019
"new castle, pa",101806.5476,449.5833333,112.2083333,88.66666667,0,89.66666667,132.1666667,148458.9932,581.75,2019
"new haven-milford, ct",269315.0298,3869.416667,69.79166667,1010,28.66666667,826.6666667,6,357091.5639,3875.416667,2019
"new orleans-metairie, la",287454.7619,4589.333333,71.91666667,1430.666667,40.33333333,1241.666667,2121.166667,399531.6037,6710.5,2019
"new philadelphia-dover, oh",147097.0238,143.3333333,56.33333333,63.33333333,0.333333333,40.33333333,122.3333333,190507.5245,265.6666667,2019
"new ulm, mn",155530.3572,90.25,74.70833333,23.66666667,0.333333333,18.33333333,32.33333333,201157.8775,122.5833333,2019
"new york-newark-jersey city, ny-nj-pa",550405.8214,76950.75,67.375,22950.33333,657.6666667,15876.66667,11499.91667,1073284.643,88450.66667,2019
"newberry, sc",203382.6131,91.25,71.29166667,26.33333333,0,21.66666667,3.416666667,249346.1084,94.66666667,2019
"newport, or",398682.3988,625.5,94.79166667,153.6666667,3.333333333,107,123.75,486884.3165,749.25,2019
"newport, tn",219610.1191,227.5,104.5,49.33333333,0.666666667,36,67.58333333,276874.4672,295.0833333,2019
"newton, ia",158383.9286,123.4166667,61.75,43.33333333,2.666666667,43.33333333,92.33333333,182728.8049,215.75,2019
"niles-benton harbor, mi",328395.2381,789.3333333,84.75,204.3333333,3.333333333,206.6666667,243,503625.3193,1032.333333,2019
"nogales, az",324744.0476,250.75,116.4166667,42.66666667,0.666666667,32.33333333,70.66666667,464110.0144,321.4166667,2019
"norfolk, ne",186534.5238,133.1666667,62.625,44.66666667,0,32.66666667,1.5,228696.4403,134.6666667,2019
"north platte, ne",177352.9762,146.5833333,73.79166667,33,0,29.66666667,55.33333333,194193.0251,201.9166667,2019
"north port-sarasota-bradenton, fl",359579.1071,7620.583333,83.125,2003.333333,196,2300.333333,2952.5,598540.463,10573.08333,2019
"north vernon, in",148917.8155,45.41666667,64.04166667,15.33333333,0.333333333,8.333333333,22.83333333,169803.5962,68.25,2019
"north wilkesboro, nc",259438.0952,253.8333333,98,59.66666667,0.666666667,37.33333333,42.83333333,366166.5639,296.6666667,2019
"norwalk, oh",137964.1667,221.1666667,71.125,76.33333333,0.333333333,42,90.91666667,172381.3313,312.0833333,2019
"norwich-new london, ct",286963.0952,1654.083333,78.54166667,404.6666667,4.666666667,332,3.833333333,399178.399,1657.916667,2019
"oak harbor, wa",464897.1964,318.4166667,59.41666667,123.6666667,2,94.66666667,124.9166667,632917.5606,443.3333333,2019
"ocala, fl",206894.5238,2442.916667,65.54166667,792.6666667,75.33333333,592,465.0833333,277651.6294,2908,2019
"ocean city, nj",444580.2381,2213,88.79166667,507.6666667,17.66666667,353,74.08333333,771162.7668,2287.083333,2019
"odessa, tx",301699.1072,305.4166667,44.54166667,143,2,103.6666667,124.75,398522.1763,430.1666667,2019
"ogden-clearfield, ut",382076.4286,1536.75,43.25,835.3333333,41.66666667,563.6666667,1268.416667,480137.3142,2805.166667,2019
"ogdensburg-massena, ny",122540.4762,800.8333333,147.8333333,108.3333333,2.666666667,111,67.83333333,159077.7204,868.6666667,2019
"oil city, pa",91685.11905,220.0833333,125.6666667,34.66666667,0,27.66666667,41,123606.4652,261.0833333,2019
"okeechobee, fl",203957.7381,204.25,82.875,40.66666667,1.333333333,22,51.41666667,254948.0012,255.6666667,2019
"oklahoma city, ok",249488.7024,4917,53.95833333,1879.666667,85.66666667,1589.666667,5.75,333287.0562,4922.75,2019
"olean, ny",136210.1191,401.8333333,131.125,68,0,54.66666667,24,206329.6826,425.8333333,2019
"olympia-tumwater, wa",401859.1964,492.5,45.25,316.6666667,7,133.6666667,452.25,495266.902,944.75,2019
"omaha-council bluffs, ne-ia",290168.6429,2330.583333,41.16666667,1297.666667,68.66666667,626,444,337879.2229,2774.583333,2019
"oneonta, ny",205530.9524,508.3333333,115.75,92,3,59.66666667,132.4166667,336377.2513,640.75,2019
"ontario, or-id",254514.7441,119.6666667,51.16666667,53.66666667,0,31.33333333,7.583333333,326984.4146,127.25,2019
"opelousas, la",153763.6905,300.9166667,120.625,48.33333333,0,56.33333333,69.83333333,204538.6631,370.75,2019
"orangeburg, sc",179227.9762,390.9166667,118,75.33333333,1,48.33333333,98.25,224459.1612,489.1666667,2019
"orlando-kissimmee-sanford, fl",314673.0952,9731.333333,62.95833333,3798.333333,326,3346.666667,5754,447268.2434,15485.33333,2019
"oshkosh-neenah, wi",224274.4048,360.4166667,62.91666667,170.3333333,1.666666667,84,331.1666667,307431.6179,691.5833333,2019
"oskaloosa, ia",137206.5476,55.16666667,68.29166667,16,0,14,33.41666667,162313.9385,88.58333333,2019
"othello, wa",169837.5,42.91666667,83.625,9,0,4.333333333,21.75,219709.5631,64.66666667,2019
"ottawa, ks",178464.2857,83.91666667,66.16666667,28,0,21,18.5,227011.4055,102.4166667,2019
"ottawa-peru, il",133096.4286,624.0833333,84.20833333,151.3333333,0.666666667,155.6666667,201.1666667,185783.4581,825.25,2019
"ottumwa, ia",118721.4286,147.9166667,80.25,35.66666667,0,29,49,144409.964,196.9166667,2019
"owatonna, mn",218357.7381,113.4166667,79.91666667,39,0.333333333,24.33333333,57.08333333,237509.9239,170.5,2019
"owensboro, ky",190633.9286,305.1666667,60.29166667,114.6666667,0.333333333,85.33333333,164.9166667,289109.775,470.0833333,2019
"owosso, mi",148677.6488,210.4166667,53.83333333,91.66666667,0,59,99.83333333,184972.0448,310.25,2019
"oxford, ms",271563.3929,504.0833333,102.0416667,92.33333333,2.333333333,63,166.25,363776.7057,670.3333333,2019
"oxford, nc",267060.3274,103.1666667,69.20833333,34,2.666666667,27,34.16666667,336645.7425,137.3333333,2019
"oxnard-thousand oaks-ventura, ca",745172.0238,1819.25,51.83333333,846,21.66666667,587,1053.5,1231574.808,2872.75,2019
"ozark, al",132670.8333,215.5,94.41666667,42.33333333,0.333333333,30.33333333,23.41666667,179815.7138,238.9166667,2019
"paducah, ky-il",145981.5476,552.8333333,92.625,99.66666667,1,90.33333333,33.41666667,201239.5537,586.25,2019
"pahrump, nv",287718.4524,215,64.04166667,59.33333333,3.333333333,56.33333333,23.08333333,300815.9358,238.0833333,2019
"palatka, fl",235574.4048,379,89.91666667,86,4,76.66666667,97.5,284385.9382,476.5,2019
"palestine, tx",167519.8988,159.5,86.91666667,41,0.333333333,25,32.91666667,245081.3159,192.4166667,2019
"palm bay-melbourne-titusville, fl",294498.9107,3407.25,62.66666667,1231.333333,114,1162,1795.333333,396116.1987,5202.583333,2019
"pampa, tx",116267.2619,178.25,115.125,31.33333333,0.333333333,30.33333333,9.25,137738.8841,187.5,2019
"panama city, fl",332037.2024,2171.333333,81.33333333,588,69.33333333,451.3333333,44,423583.4742,2215.333333,2019
"paragould, ar",152679.1667,251.1666667,68.16666667,81,1.666666667,44.33333333,18.08333333,173578.5135,269.25,2019
"paris, tn",168000,156.3333333,102.9583333,27.66666667,1,21.33333333,36.41666667,228763.4847,192.75,2019
"paris, tx",183860.8929,273.25,72.33333333,69,0.333333333,48.33333333,35.66666667,220094.3574,308.9166667,2019
"parkersburg-vienna, wv",148849.4048,262.1666667,77.58333333,71,0.333333333,59.66666667,95.25,206725.0418,357.4166667,2019
"parsons, ks",64248.16072,87.66666667,107.4166667,13.66666667,0,13.33333333,6.75,94250.65917,94.41666667,2019
"payson, az",369732.5893,485.5,87.79166667,123,2,97.66666667,146.1666667,482664.2158,631.6666667,2019
"pecos, tx",199167.8571,11.16666667,75.70833333,2.666666667,0,1.666666667,1.5,219031.0213,12.66666667,2019
"pensacola-ferry pass-brent, fl",279734.7321,2613.583333,69.375,892.3333333,149.3333333,712.6666667,5.333333333,397001.7814,2618.916667,2019
"peoria, il",133719.6429,2066.916667,71.25,558,5.333333333,616.6666667,553.5,172549.6176,2620.416667,2019
"peru, in",85007.7381,77.75,68.5,23.33333333,0,21,15.25,120828.4694,93,2019
"philadelphia-camden-wilmington, pa-nj-de-md",281272.2024,18955.66667,62.33333333,7213.666667,396,6159.333333,2702.75,403270.2453,21658.41667,2019
"phoenix-mesa-scottsdale, az",374617.5595,14514.16667,50.54166667,6917.666667,644.6666667,7252,10225.25,622943.1711,24739.41667,2019
"picayune, ms",188634.5238,396.5,98.33333333,88.33333333,2,77.33333333,91.66666667,288804.2082,488.1666667,2019
"pierre, sd",244111.3095,114.75,95,20.33333333,0,17.33333333,0.083333333,275699.7954,114.8333333,2019
"pine bluff, ar",83482.14286,219.5833333,80.91666667,49.33333333,0,34,15.25,110028.3945,234.8333333,2019
"pinehurst-southern pines, nc",327585.8631,775.8333333,84.54166667,208.6666667,8.333333333,133,292.4166667,418356.3892,1068.25,2019
"pittsburg, ks",79525.71429,184.0833333,92.95833333,41.66666667,0.333333333,28.66666667,45.66666667,121189.4009,229.75,2019
"pittsburgh, pa",191364.881,6979.083333,75.04166667,2320.666667,67,2040.666667,4055.666667,294781.7513,11034.75,2019
"pittsfield, ma",372206.5238,995.1666667,116.1666667,186.6666667,1.666666667,144,236.3333333,611785.3725,1231.5,2019
"plainview, tx",134794.0476,113.6666667,89.125,24.66666667,0,21,18.75,177273.1265,132.4166667,2019
"platteville, wi",165310.119,156.5,92.70833333,40.33333333,0,30.66666667,49.58333333,264706.2315,206.0833333,2019
"plattsburgh, ny",177259.5238,211.8333333,97.58333333,53,0,46.66666667,121,234011.0751,332.8333333,2019
"plymouth, in",212008.9286,165.25,91.83333333,39.66666667,0.333333333,22.33333333,16.25,310096.6199,181.5,2019
"pocatello, id",255163.6905,244.4166667,47.29166667,115,4.333333333,73,27.91666667,306245.9719,272.3333333,2019
"point pleasant, wv-oh",128745.2381,174.0833333,110.7916667,33,0.333333333,16.33333333,39.08333333,182672.7821,213.1666667,2019
"ponca city, ok",116404.1667,195.9166667,84.95833333,50.33333333,0,39,59.83333333,139320.2704,255.75,2019
"pontiac, il",97428.57143,166.9166667,90.875,33.66666667,0,25.66666667,36.5,119132.2408,203.4166667,2019
"poplar bluff, mo",125524.4048,232.25,80.95833333,44.33333333,0,31.33333333,39.08333333,150937.9348,271.3333333,2019
"port angeles, wa",416292.8572,289.0833333,78.45833333,91.33333333,0,63.33333333,149.9166667,486554.4088,439,2019
"port clinton, oh",262462.5,343.75,94.16666667,84.33333333,1,59.33333333,99.25,341653.1106,443,2019
"port lavaca, tx",264292.2619,167.1666667,123.6666667,25.33333333,0,26.66666667,19.16666667,334282.5176,186.3333333,2019
"port st. lucie, fl",297952.1131,4131.5,76.33333333,1196.333333,88.66666667,1161.666667,1726.583333,544514.4432,5858.083333,2019
"portales, nm",150349.4048,96.41666667,105.5833333,15.66666667,0,10.66666667,13.5,160776.2288,109.9166667,2019
"portland-south portland, me",377939.4643,2330.583333,72.25,856.6666667,24.66666667,510.6666667,326.3333333,522216.8182,2656.916667,2019
"portland-vancouver-hillsboro, or-wa",473992.5595,7350.416667,48.625,3577.666667,397.6666667,2811,968.8333333,599831.2821,8319.25,2019
"portsmouth, oh",116577.381,287.5833333,97.16666667,56,0.333333333,51.33333333,7.25,151284.1926,294.8333333,2019
"pottsville, pa",87115.47619,474.3333333,79.04166667,133,1,96.33333333,22.66666667,166060.3647,497,2019
"prescott, az",457064.8393,1596.75,79.16666667,468.3333333,24.66666667,449,676.25,603885.9577,2273,2019
"price, ut",144256.5476,87.33333333,84.58333333,21,0,12.33333333,35.83333333,224942.216,123.1666667,2019
"prineville, or",405089.8809,189.3333333,92.66666667,44.33333333,1.333333333,45.33333333,58.08333333,635655.9489,247.4166667,2019
"providence-warwick, ri-ma",374445.8333,4732.416667,58.5,2032,27.66666667,1155,2524.833333,562558.268,7257.25,2019
"provo-orem, ut",397293.0357,2126,50.25,882.3333333,164,643,1671,515762.7506,3797,2019
"pueblo, co",260969.6429,475.1666667,45.25,241.6666667,6,150,54.58333333,362275.268,529.75,2019
"pullman, wa",293170.8333,105.6666667,58.41666667,42,0.666666667,25,34,319936.38,139.6666667,2019
"punta gorda, fl",278003.75,2217.916667,84.95833333,575,34.66666667,575.6666667,770.5,353717.7807,2988.416667,2019
"quincy, il-mo",134011.2679,317.1666667,75.91666667,79.66666667,0,66,7.583333333,166733.7672,324.75,2019
"racine, wi",265397.4405,556.5833333,57.125,290.6666667,1.666666667,154.3333333,273.75,329673.6749,830.3333333,2019
"raleigh, nc",366499.2024,4958.083333,61.875,2037,200,1743.666667,1723.333333,444638.5743,6681.416667,2019
"rapid city, sd",270602.7381,867.75,55.70833333,279.6666667,4.666666667,136.6666667,63,349258.0951,930.75,2019
"raymondville, tx",204107.7381,37.75,162.25,7.333333333,0,1,5.166666667,224781.6647,42.91666667,2019
"reading, pa",226011.3095,1027.166667,65,417,25.66666667,283,42.83333333,273733.1956,1070,2019
"red bluff, ca",338605.3155,358.9166667,61.58333333,114,2.333333333,91.66666667,70.16666667,403767.9067,429.0833333,2019
"red wing, mn",275110.119,188.4166667,78.16666667,64,1,38.66666667,78.58333333,304695.7981,267,2019
"redding, ca",335907.1429,718,64.58333333,251.6666667,11.33333333,217,15.41666667,442975.2683,733.4166667,2019
"reno, nv",459152.381,1524.333333,59.875,651.6666667,29.66666667,579,1004.833333,873210.4007,2529.166667,2019
"rexburg, id",323307.7381,131.8333333,81.95833333,40,0.333333333,24.66666667,3.083333333,474202.6348,134.9166667,2019
"richmond, in",90899.19643,296.25,76.125,82,0.333333333,57.33333333,6,128961.9346,302.25,2019
"richmond, va",323683.6012,4042.833333,54.79166667,1796.666667,122,1129,3379.083333,377639.1017,7421.916667,2019
"richmond-berea, ky",214860.7143,323.25,64.16666667,111.6666667,1.666666667,90.66666667,200.5833333,263538.0724,523.8333333,2019
"rio grande city, tx",130504.7262,67.41666667,119.125,10,0,3.666666667,0.75,150035.5532,68.16666667,2019
