city,tmpc,dwpc,mslp,wdir,wspd,lat,lon,address
alexander city,171.37874628231526,143.99828414550447,,111.22740791580874,16.282086479066574,32.915,-85.963,"Thomas C. Russell Field, US 280;AL 22, Alexander City, Tallapoosa County, Alabama, 35010, United States"
alexandria,107.72066422085987,57.83029215300454,10189.113534226417,130.35436366974108,29.336027218664363,41.289625,-92.49712499999998,"2525, Teller Avenue, Mahaska County, Iowa, 52577, United States"
alice,220.52066288910714,157.21240143905217,10152.232172639988,125.95732292256291,38.486030101391805,27.66333333333333,-98.27066666666667,"County Road 277, Duval County, Texas, United States"
allen,182.79643591501028,118.12898434822347,10175.213496355515,161.1095668288163,40.41795311606632,33.19,-96.591,"Enloe Road, McKinney, Collin County, Texas, 75069, United States"
alma,87.52341020265548,45.771022594921966,,168.14015858208955,31.23857276119403,43.322,-84.688,"Gratiot Community Airport, West Seaman Road, Arcada Township, Gratiot County, Michigan, 48801, United States"
alpena,70.27140544459681,24.83013774213302,10173.372128308643,186.60635820549572,34.39190892407091,44.984,-83.51442857142857,"Alpena Township, Alpena County, Michigan, 49707, United States"
altamont,83.45421801171729,-1.3561839403306037,10001.508972169813,176.8756430181228,30.744060753367748,42.157,-121.06200000000001,"Klamath County, Oregon, United States"
altoona,109.82438465941614,56.76116326997939,10187.911066729323,169.7851103804603,31.73061504982247,40.296,-78.32,"Altoona-Blair County Airport, Ridge Crest Drive, North Woodbury Township, Blair County, Pennsylvania, 16662, United States"
altus,169.04201347335479,70.89052533667257,10161.643894217708,149.24849164185952,47.959876172771835,34.683,-99.4416,"N1980 Road, Victory, Jackson County, Oklahoma, 73556, United States"
amarillo,147.73326467559218,30.271009846576597,10150.371428571429,185.18690503830973,61.127191474733586,35.23,-101.704,"Amarillo, Potter County, Texas, 79111, United States"
american canyon,137.29395381223165,81.76134648868253,10156.46068455134,165.85751356451993,32.78424578424578,38.21,-122.285,"Squab, American Canyon, Napa County, California, 94503, United States"
ames,91.5839624799817,45.671646937133666,10174.298953488373,179.0456769983687,39.52206561922366,41.991,-93.619,"Ames Municipal Airport, Visionaire Place, Ames, Story County, Iowa, 50013, United States"
anchorage,42.78711405404828,2.9128203781677366,10097.486608782201,123.49877712096831,23.41242026740966,60.93508333333333,-149.7818333333333,"Kenai Peninsula, Alaska, United States"
anderson,176.9064270388662,99.05204831248628,10167.998938059674,122.83055876582705,19.945482155834082,35.8015,-92.66024999999999,"928, County Road 40, Watts, Searcy County, Arkansas, 72650, United States"
angleton,213.04173336382345,168.31206403659235,10171.368040154079,130.83216292134833,33.53049548003204,29.11,-95.462,"Texas Gulf Coast Regional Airport, Aifport Way, Brazoria County, Texas, United States"
ann arbor,93.21814006888634,47.80360629378661,10179.047173165818,161.09444574642606,32.529897853781705,42.223,-83.744,"Ann Arbor Municipal Airport, Oak Valley Drive, Pittsfield Charter Township, Washtenaw County, Michigan, 48103, United States"
annapolis,143.49351214480137,108.76385738907823,10183.735510174205,116.83750833242728,28.04630806545751,38.95766666666666,-76.46666666666668,"2504, Lyon Drive, Lands End, Anne Arundel County, Maryland, 21403, United States"
appleton,70.16778846153846,9.575841346153846,,155.83323320917938,28.051784212423406,44.614,-88.731,"Clintonville Municipal Airport, Clintonville, Town of Matteson, Waupaca County, Wisconsin, 54929, United States"
aransas pass,232.17816420846492,201.37481414411616,10159.171587466812,152.29882697907726,50.93111969464338,27.82175,-97.07375,"Glover Boulevard, Port Aransas, Nueces County, Texas, 78373, United States"
arcata,114.31728776537393,84.80105998471595,10185.263760201342,175.64689388451006,32.78109999309137,41.570750000000004,-124.19149999999999,United States
ardmore,168.0276168065149,103.74326079070033,,123.60565038001496,26.768626851196075,34.4338,-97.1206,"OK 77D, Cedar Village, Murray County, Oklahoma, United States"
arlington,148.01525491261245,84.87187972149914,10170.306068061665,147.95884270966025,30.674732613917982,37.145,-85.488,"Fry Ridge Road, Fry, Green County, Kentucky, 42743, United States"
ashland,117.20738961336079,11.212814645308924,10189.895028261622,120.75672371638142,26.630990783410137,41.781,-122.468,"Siskiyou County Airport, Lichens Road, Siskiyou County, California, United States"
ashwaubenon,78.56811428571429,27.51412881821302,10179.016281755195,169.029374201788,37.52676831365356,44.479,-88.137,"Oneida, Hobart, Brown County, Wisconsin, 54155, United States"
assiniboia,60.518757936049866,-13.647303383762559,10169.583936493113,173.35849494832192,44.17770912003662,48.214,-106.621,"Glasgow Airport, Airport Road, Glasgow, Valley County, Montana, 59230, United States"
astoria,111.3454500977435,82.97008790957872,10183.07413683462,126.24990921539118,20.33638325773772,45.971666666666664,-123.84999999999998,"Clatsop County, Oregon, United States"
atascadero,154.56159503562398,62.97506606917155,10160.510766381107,164.13793103448276,27.667093172036758,35.67,-120.628,"99999, Beacon Road, Paso Robles, San Luis Obispo County, California, United States"
atchison,114.64057672502575,55.806281522237505,10171.53354965813,183.512599160056,38.66693511274735,40.08,-95.592,"Brenner Field, Fulton Street, Falls City, Richardson County, Nebraska, 68355, United States"
athens,154.53785140264122,98.90967530466156,,104.53473290439251,17.784701629098244,35.539500000000004,-88.96350000000001,"Williamson Road, Neely, Madison County, Tennessee, 38391, United States"
athol,103.22955523672884,48.868946550281,10178.2194666002,151.43014167073767,24.57483756645009,42.57,-72.291,"Orange Municipal Airport, Mohawk Trail, Orange, Franklin County, Massachusetts, 01364, United States"
atikokan,33.158264124459,-20.93197517855052,,145.1609859653261,24.52192362093352,47.817,-91.833,"Maijala Road, Saint Louis County, Minnesota, 55731, United States"
atlantic beach,210.82446242972196,171.46263182026593,10187.485775364868,158.09153801445774,33.82699968548905,30.3665,-81.4725,"14075, Tomaka Road, Fort Caroline Shores, Jacksonville, Duval County, Florida, 32225, United States"
atlantic city,127.2043973941368,,10186.184216616524,0.0,0.0,39.35,-74.42,"Atlantic County, New Jersey, United States"
atwater,86.76745464540957,67.66776677667767,,93.15699658703072,12.935086737548964,37.383,-120.567,"Castle Airport, West Walnut Avenue, Winton, Merced County, California, 95388, United States"
auburn,76.72788640595903,26.150291036088475,10183.30668860938,152.46205330464923,28.15523465703971,44.05,-70.283,"Auburn-Lewiston Municipal Airport, White Hangar Drive, Marston Corner, Auburn, Androscoggin County, Maine, United States"
auburndale,231.51533882783883,177.36847527472528,10186.034654612888,139.45131284587308,31.509118018121345,28.062,-81.754,"Winter Haven Municipal Airport, Fox Trail, Winter Haven, Polk County, Florida, 3388, United States"
augusta,78.43165467625899,20.644627155418522,10169.488345123507,182.5721301411909,30.78943750716004,44.316,-69.797,"29, Airport Road, Augusta, Kennebec County, Maine, 04330, United States"
aurora,105.61357581373798,-14.34421674192428,10145.815171933085,164.11655659830842,40.19937478291073,39.717,-104.75,"US Air Force, East Steamboat Avenue, Aurora, Arapahoe County, Colorado, 80017, United States"
austin,205.29592402904896,134.06877862818558,10167.049986902355,140.20324249897064,31.09924293758407,30.229,-97.70666666666666,"1881, Grove Boulevard, Country Club Gardens, Austin, Travis County, Texas, 78741, United States"
azalea park,231.17417657822506,177.70165809033733,10188.33651718113,147.17975813079724,33.034692008243645,28.545,-81.333,"Orlando Executive Airport, Lake Underhill Path, Orlando, Orange County, Florida, 32803-4806, United States"
azle,186.49691071001044,105.91891358992123,,130.56052916740998,28.281258455525446,33.214499999999994,-97.70450000000001,"Wise County, Texas, United States"
bainbridge,206.21368664154613,154.577610307524,,121.71298011609238,20.71816722242806,30.983,-84.633,"Bainbridge Probation Substance Abuse Treatment Center, 235, State Hospital Road, Bainbridge, Decatur County, Georgia, 39817, United States"
baker city,80.95376327341926,-13.730411637584929,10183.12702705056,172.37110543914673,30.30636667559537,44.011,-118.57366666666667,"Forest Road 132, Harney County, Oregon, United States"
baltimore,146.66463570946627,77.61598530087277,10183.045617710062,185.7790858725762,26.390235457063714,39.2755,-76.59049999999999,"Under Armour Turf, Baltimore Waterfront Promenade, Under Armour World Headquarters, Baltimore, Maryland, 21330, United States"
bangor,75.48812514272664,20.430626927029806,10165.52789052534,174.9923985498772,34.01393330287803,44.798,-68.819,"Snowmobile Bangor Trail, East Bangor, Bangor, Penobscot County, Maine, 04401-2715, United States"
bar harbor,77.39564161472191,23.75995288574794,10164.586775012725,212.32992201728655,63.95325972484885,44.185,-68.16499999999999,"Green Nubble, Cranberry Isles, Hancock County, Maine, 04646, United States"
baraboo,81.96126173144106,32.38972459235473,10174.61858974359,152.80208481561044,28.884629823430203,43.367,-89.97749999999999,"Honey Creek State Natural Area, Skyview Road, Town of Honey Creek, Sauk County, Wisconsin, 53943, United States"
bardstown,126.75331167208198,81.47838040489877,,115.4169271158895,18.467683460432553,37.814,-85.5,"Samuels Field, Cessna Drive, Nelson County, Kentucky, 40004, United States"
barrington,108.70813953488373,,10174.176341350601,193.74682374682374,56.203049203049204,41.72,-71.33,"Nayatt, Barrington, Bristol County, Rhode Island, 02806, United States"
barrow,-64.28140565667037,-90.02210941531301,10145.229653049739,126.5543577071846,48.15863554060408,68.905,-156.43139999999997,"North Slope, Alaska, United States"
barstow,206.64685675025765,7.8322639780018335,10133.111481438915,217.13432122370938,48.282921219091435,34.854,-116.786,"Minneola, San Bernardino County, California, United States"
bartow,211.91346153846155,161.82346832814122,,116.80003262110586,25.983453815261043,27.95,-81.783,"345, Piper Street, Polk County, Florida, 33830, United States"
bastrop,180.39378238341968,135.70961427748992,,100.67365269461078,15.014279134039613,32.756,-91.881,"Morehouse Memorial Airport, Jennifer Drive, Bastrop, Morehouse Parish, Louisiana, 71220, United States"
batesville,157.38841230303228,107.36286446022075,10185.66343516404,158.56301191145351,31.74754715761657,35.679500000000004,-91.407,"Independence Power Plant, Independence County, Arkansas, 72562, United States"
bath,78.65490061686086,34.4100982408042,10173.003016591252,92.40017945266936,16.56109956109956,43.964,-69.712,"107, Chewonki Neck Road, Wiscasset, Lincoln County, Maine, 04578, United States"
battle creek,99.09642857142858,47.71958525345622,10180.672533524905,173.51025190392502,37.4526668205957,42.308,-85.251,"Corporate One Apron, West Territorial Road, Battle Creek, Calhoun County, Michigan, 49015, United States"
bay city,147.9253368958478,177.1743284987567,10172.65283058068,159.98086486220552,44.619246462477086,36.45783333333333,-89.77833333333332,"New Madrid County, Missouri, United States"
bay saint louis,205.23635938777895,,10180.827826086957,175.88801298400185,39.37943426849061,30.317,-89.317,"US 90, Bay Saint Louis, Hancock County, Mississippi, United States"
bayonet point,252.39919986084536,,10176.336573511544,161.4754382919632,22.199270959902794,28.43,-82.66,"9200, Crary Road, Aripeka, Pasco County, Florida, 34667, United States"
bayonne,129.2715840589986,,10182.137470981917,103.35336955265288,28.50485493006589,40.6445,-74.1065,"82, Snug Harbor Road, Staten Island, Richmond County, New York, 10310, United States"
bayshore gardens,231.43475266842648,185.32067026282567,10175.735920047031,150.5073306958343,36.64632885211996,27.401,-82.559,"Clyde Jones Road, Ballentine Manor, Manatee County, Florida, 34243, United States"
beach park,90.41357600732601,43.18286107605827,10177.386748665584,160.93769052554566,33.85035493473781,42.417,-87.867,"Waukegan National Airport, North Green Bay Road, Waukegan, Beach Park, Lake County, Illinois, 60087, United States"
beatrice,114.97629409070088,62.41136051305543,,158.9901534234028,38.5626288069613,40.301,-96.754,"Beatrice Municipal Airport, Airport Avenue, Beatrice, Gage County, Nebraska, 63810, United States"
beaufort,196.89418190647314,154.4810445018586,10188.081491059093,137.80418162674255,18.891702734818743,32.51649999999999,-80.5835,"Beaufort County, South Carolina, United States"
beckley,138.69694444444445,98.1986111111111,,,,37.601,-81.559,"Kee Field, Airport Road, Windom, Wyoming County, West Virginia, 25870, United States"
bedford,104.8551503372585,44.515491025494455,10183.182237600922,173.69298961856992,32.284405770551864,42.47,-71.289,"Laurence G. Hanscom Field, Hartwell Road, Bedford, Middlesex County, Massachusetts, 01730, United States"
belen,151.83225889633832,-28.357281052495807,,167.08225889633832,31.22859721505931,34.646,-106.836,"Alexander Municipal Airport, Camino del Llano, Belen, Valencia County, New Mexico, United States"
belgrade,62.379395798914324,-8.551044494275935,10180.461200759373,145.61368708157698,23.86725768321513,45.788,-111.161,"Bozeman Yellowstone International Airport, Gallatin Field Road, Gallatin County, Montana, 59714, United States"
belle fourche,68.00628715134889,-3.7880627792416086,10156.145144687178,194.4507729861676,51.897788472556435,45.604,-103.546,"12427, County Highway 797, Harding County, South Dakota, 57720, United States"
bellevue,101.36273148148148,52.868156036578306,10176.96798000238,159.38413361169103,34.87174441486283,41.117,-95.917,"Garland Street, Sarpy County, Nebraska, 68113, United States"
bellingham,109.87317968122922,62.84760921912625,10179.810070257612,130.61848079518958,30.283316086006668,48.794,-122.537,"Bellingham International Airport, Marine Drive, Whatcom County, Washington, 98226, United States"
bellmead,205.97127342792083,118.46436701103134,,164.81200353045014,36.944532488114106,31.638,-97.074,"TSTC Waco Airport, Concord Road, Ocaw, Bellmead, McLennan County, Texas, 76705, United States"
bemidji,40.1991083599366,-8.890191782782843,10178.430521809556,177.35503644214177,35.67399208240761,47.300333333333334,-94.97800000000001,"Hubbard County, Minnesota, United States"
bennington,90.35703669829655,34.96181547959301,10175.050646054453,141.6341030195382,21.080009196459365,42.891,-73.247,"William H Morse State Airport, Walloomsac Road, Old Bennington, Bennington, Bennington County, Vermont, 05201, United States"
benton harbor,101.95684820204882,49.99892565568729,10179.915203267286,158.9388774293531,34.73182224174453,42.242333333333335,-86.35516666666668,"7267, Willobee Street, Hagar Township, Berrien County, Michigan, 49038, United States"
bentonville,148.09879931389366,83.90690759377858,10175.36988891515,162.35698421975454,35.31025787965616,36.283,-94.3,"Northwest Arkansas National Airport, Fuel Road, Highfill, Benton County, Arkansas, United States"
berlin,25.325132068291566,-9.332286810372029,10172.85104091888,182.8296332973312,89.79000187485543,44.423,-71.241,"CCC Perimeter Path West, Gorham, Coos County, New Hampshire, United States"
berwick,90.55984909111696,40.35829427232194,10166.315596112823,152.68547402685473,23.627444214400736,43.278,-70.922,"Rochester Hill Road, Rochester, Strafford County, New Hampshire, 03867, United States"
bethalto,115.19121997396758,72.80203526209915,,173.72618625014792,38.31144243284818,39.163,-89.675,"Litchfield Municipal Airport, Airport Trail, Litchfield, Montgomery County, Illinois, 62056, United States"
bethel,17.279998214951316,-15.981249913554544,10097.721686218421,154.00654741756105,45.351149555763605,59.774019230769234,-161.19221153846144,"Unorganized Borough, Alaska, United States"
big rapids,82.26704348829162,29.22309378244319,,155.3030303030303,26.019777931991673,43.717,-85.5,"Roben-Hood Airport, River's Bluff Drive, Big Rapids Township, Mecosta County, Michigan, 49307, United States"
billings,78.63370632564512,-0.13267869376569993,10167.344494304452,178.10886578670716,46.59452054794521,45.807,-108.542,"Terminal Circle, Billings, Yellowstone County, Montana, 59105, United States"
biloxi,207.92910534921748,161.17554309740714,10183.666869893916,136.20480522509914,31.956962911126663,30.417,-88.917,"Plosesti Drive, Biloxi, Harrison County, Mississippi, 39534, United States"
bismarck,59.38198013018157,1.0115441764773117,10179.656636963315,165.74265474393218,38.783802333562114,46.783,-100.757,"B, Bismarck, Burleigh County, North Dakota, 58506, United States"
black forest,89.25322752576099,-35.42787778304121,10158.270001228953,187.48163942193793,40.31019779699159,38.967,-104.817,"United States Air Force Academy Airfield, South Gate Boulevard, El Paso County, Colorado, 80920, United States"
blacklick estates,114.84620697594106,67.11075599262446,,159.0725955042378,31.879744503132294,39.817,-82.933,"Rickenbacker International Airport, Firing Range Rd, Columbus, Pickaway County, Ohio, 43217, United States"
blacksburg,119.40468684163332,75.15951317950181,,120.20391924422673,17.87735631538819,37.537499999999994,-80.404,"Monroe County, West Virginia, United States"
blaine,72.52862410246459,22.7731418591112,,155.887109375,31.46506211180124,45.15,-93.217,"Blaine, Anoka County, Minnesota, 55449, United States"
bloomingdale,131.69038750652263,90.60731962965849,10179.798348645192,150.849343315926,23.26417418465557,36.818666666666665,-82.48633333333333,"Rikemo Drive, Clinch, Scott County, Virginia, 24245, United States"
bloomington,108.83702166897187,61.299677270631626,10200.11514084507,190.3862811658668,49.96887608069164,40.483,-88.95,"Starcrest Cleaners, 208, North Prospect Road, Bloomington, McLean County, Illinois, 61704, United States"
bluefield,123.24718033954647,58.69986846825302,,124.32649317895219,26.15613894302419,36.895,-81.35,"Mountain Empire Airport, Lee Highway, Groseclose, Smyth County, Virginia, 24368, United States"
blythe,244.15068333138652,32.705717292178186,10120.287574797607,182.7906123945728,34.945525291828794,33.619,-114.714,"Blythe Airport, Black Rock Road, Mesa Verde, Riverside County, California, United States"
blytheville,172.4504390775144,110.13735108619481,10183.370971481567,159.31162276693115,37.089252216178544,35.9535,-89.8905,"North County Road 725, Mississippi County, Arkansas, 72315, United States"
boca raton,262.3292747485442,202.3834745762712,,142.00483610961848,43.885955649419216,26.378,-80.108,"Boca Raton Airport, Northwest Spanish River Boulevard, Boca Raton, Palm Beach County, Florida, 33431, United States"
boone,102.93671383527129,57.52093210733079,,141.50688114367935,28.29343204755771,38.153333333333336,-85.743,"8188, Crittenden Drive, Knopp, Louisville, Jefferson County, Kentucky, 40217, United States"
bossier city,188.32510781025394,131.7157062417635,10177.531489036206,146.76079932990308,29.99916257925589,32.5,-93.667,"Hangar 1, 8th Street East, Bossier City, Bossier Parish, Louisiana, 71110, United States"
boston,113.41197778314417,,10167.046795403388,0.0,0.0,42.35,-71.05,"283, Summer Street, Seaport District, Financial District, Boston, Suffolk County, Massachusetts, 02210, United States"
boulder,33.221534835763734,-53.32655766681396,,119.2300897983218,22.46091564846165,40.09,-105.917,"667, County Road 610, Grand County, Colorado, 80446, United States"
bowling green,153.6435835904468,99.5521654668038,10185.714948932218,141.1247888003862,26.498044628479413,36.965,-86.424,"Bowling Green, Warren County, Kentucky, United States"
bozeman,21.705924339757317,-40.513400833829664,,110.2713226981535,24.66143231025458,44.683,-111.117,"Fs 291T, West Yellowstone, Gallatin County, Montana, 59758, United States"
brainerd,38.64839977745522,-11.93648851558997,10183.856538766056,153.4174006104771,27.91906837123635,46.46766666666666,-94.26144444444446,"Windy Ridge Road, Crow Wing County, Minnesota, 56401, United States"
brandon,67.48369251138446,21.546136328136598,10176.58159597412,162.96411593658445,35.81835029530964,43.65833333333333,-96.355,"County Highway 5, Rock County, Minnesota, 56116, United States"
bremerton,106.55371708226521,67.40291375291375,10195.484710941233,111.94184207324491,27.54632550531604,47.483,-122.767,"Port of Bremerton, Bremerton, Kitsap County, Washington, United States"
brenham,200.16127476597393,144.83798038372223,,134.05005676462181,25.17361005134124,30.11625,-96.821,"Fayette County, Texas, 78946, United States"
bridge city,205.98658109684948,173.68249708284714,,125.95449241540257,23.80595099183197,30.069,-93.804,"Orange County Airport, Edgar Brown Drive, Orange, Orange County, Texas, 77630, United States"
bridgeport,116.62016179215931,,10173.72509589678,195.16852626685264,28.539748953974897,41.17,-73.18,"1, Atlantic Street, Bridgeport Harbor Station, Bridgeport, Fairfield County, Connecticut, 06604, United States"
bridgeton,127.83911111111111,,10190.79178690344,195.00554938956714,61.3196448390677,39.3,-75.367,"Cumberland County, New Jersey, United States"
brigantine,103.46860518999073,60.337760229720026,10178.329469047067,187.66913809082484,30.87233549582947,39.533,-74.45,"Johnsontown, Galloway Township, Atlantic County, New Jersey, United States"
brigham city,115.48629744295378,-13.308751003555454,,130.8760583254939,18.105832549388523,41.552,-112.062,"Brigham City Municipal Airport, West 3000 North, Brigham City, Box Elder County, Utah, United States"
bristol,126.13664387567925,84.31553736702743,10135.286054997821,164.48767487084385,26.86495657981237,39.159,-76.6845,"7-Eleven, Dorsey Road, Timber Ridge, Anne Arundel County, Maryland, 21077, United States"
brookhaven,194.7965927281043,135.94420306425795,10179.014548417132,143.4426429355114,25.04061496099128,31.183,-90.471,"1199, John E Lewis Drive, Magnolia, Pike County, Mississippi, 39648, United States"
brookings,63.01289025543993,21.720913717599714,10190.792581747193,173.6235549132948,45.150954653937944,44.3,-96.8,"300, 5th Street South, Brookings, Brookings County, South Dakota, 57006, United States"
brooklyn center,75.21615446132755,13.792071289843483,10174.372555825523,172.13504074505238,34.264230901385865,45.062,-93.351,"Crystal Airport, 5800, Crystal Airport Road, Crystal, Hennepin County, Minnesota, 55429, United States"
brownsville,215.74439571498925,156.35908366456235,10159.81103806308,147.3934854640378,42.190892709644345,28.31375,-95.21575000000001,
brownwood,193.40158649785874,108.24728074008458,,162.26274479412606,39.502401752514736,31.631666666666664,-98.95800000000001,"FM 45, Brown County, Texas, 76804, United States"
brunswick,196.3537492844877,145.3852336663222,,131.72409845449343,25.769776760160276,31.259,-81.466,"Brunswick Golden Isles Airport, Glynco Parkway, Glynn County, Georgia, 31524, United States"
bryan,196.08473954386898,141.1894780265641,,150.0542535996997,30.744206951857127,30.693999999999996,-96.663,"10193, Farm-to-Market Road 2000, Burleson County, Texas, 77836, United States"
buffalo,75.61542671717793,16.50132560298921,10175.934228809634,162.5010023128597,32.74477965514391,44.39933333333334,-88.85866666666668,"Ostrander Road, Ostrander, Town of Mukwa, Waupaca County, Wisconsin, United States"
bullhead city,244.78690458009655,-2.8612091711360415,10104.108511870296,150.50760906902727,40.46362330881272,35.02733333333333,-114.579,"4429, Franklin Street, Mohave County, Arizona, 86426, United States"
burbank,185.60527517698105,90.29154285714286,10140.965636531366,132.46509388541165,23.62692879186193,34.201,-118.358,"Hollywood Burbank Airport, Delia Avenue, Los Angeles, California, 91504-3309, United States"
burley,101.83863584344243,2.3539711604486153,10164.204448048187,178.589001447178,36.40524379024839,42.542,-113.766,"Burley, Cassia County, Idaho, 83336, United States"
burlington,130.0931689291059,78.45096082000812,10181.29060515844,144.2446535376082,25.765247953971045,41.64849999999999,-94.9655,"Heron Avenue, Audubon County, Iowa, 50076, United States"
butaritari,,,10087.213000236798,0.0,0.0,8.73,167.73,"Kuwajleen, Ṃajeḷ"
butler,103.94242246928027,60.81282921690273,10191.471126425855,147.74499873385668,27.741648106904233,40.777,-79.95,"08-26, Three Degree Road, Nixon, Penn Township, Butler County, Pennsylvania, 16002, United States"
butte,47.91565714285714,-35.84763973025488,10180.046449669871,155.25668835864064,23.636582568807338,45.965,-112.501,"Mount Highland Drive, Butte, Silver Bow County, Montana, 59701, United States"
cadillac,70.81820785561438,22.44780497170237,10179.608528037383,172.63668195807054,32.139374384472205,44.30833333333334,-85.16933333333334,"West Jennings Road, Reeder Township, Missaukee County, Michigan, 49651, United States"
caldwell,111.8048155477561,-4.323296467857059,10171.77737659304,157.8687972680304,31.98136565048802,43.1205,-117.2485,"Lodge Ranch Road, Malheur County, Oregon, United States"
california city,181.32473764631266,-1.131386883953236,10140.295524876874,163.51854520223418,40.704886222881,34.944,-117.866,"Kern County, California, United States"
callaway,210.0406174242858,169.31531746734063,10185.186780259073,158.1883273497346,35.884342048900564,29.788999999999994,-85.13642857142858,"Gulf County, Florida, United States"
camarillo,174.7513414773376,91.35089724539948,10160.140845070422,139.691893158388,26.39967915664031,34.217,-119.083,"West Ventura Boulevard, Springville, Camarillo, Ventura County, California, 93010, United States"
cambridge,147.33108505239184,,10190.751852497786,96.27957982223248,24.6703797760591,38.394999999999996,-76.05,"Dorchester County, Maryland, United States"
campbellsville,151.3268192337362,112.71020827976344,,111.78194908716894,19.084854718436617,37.358,-85.309,"Taylor County Airport, Reid's Chapel Road, Taylor County, Kentucky, 42718, United States"
canandaigua,101.38046713991298,42.25406457522327,10188.055625935736,173.33292831105712,28.885435779816515,42.571,-77.713,"Dansville Municipal Airport, Valley View Court, Cumminsville, North Dansville, Livingston County, New York, 14437, United States"
cape canaveral,229.22838288460946,182.89720722835014,10188.44425667303,161.23602521873156,36.706884307328124,28.462,-80.57133333333333,"Brevard County, Florida, United States"
cape girardeau,141.7708981897844,100.67600599561858,,140.49117952265652,25.942926323071603,37.064,-89.219,"Cairo Regional Airport, Airport Road, Cairo, Alexander County, Illinois, United States"
carbondale,135.36823435175648,90.85979169051161,10183.319508997736,164.3678835544078,31.875532037271366,37.78,-89.25,"Southern Illinois Airport, North Airport Road, Jackson County, Illinois, 62966, United States"
caribou,52.4597898103724,-9.02535983550377,10156.845260009204,186.2434926644581,32.69145406704038,46.871,-68.017,"Caribou Municipal Airport, Rose Street, Caribou, Aroostook County, Maine, 04736, United States"
